time,x_airspeed_x,x_airspeed_z,x_airspeed_y,x_pitch,x_altitude,x_velocity_y,x_angular_rate_x,x_angular_rate_z,x_roll,x_yaw,elevator,thrust,aileron,rudder,airspeed_x,airspeed_z,airspeed_y,pitch,altitude,velocity_y,angular_rate_x,angular_rate_z,roll,yaw,fd_elevator,fd_thrust,fd_aileron,fd_rudder,ft_airspeed_x,ft_airspeed_z,ft_airspeed_y,ft_pitch,ft_altitude,ft_velocity_y,ft_angular_rate_x,ft_angular_rate_z,ft_roll,ft_yaw,TaskNumber,SecondaryInput,TaskSet,TaskRespondedTo
0.004112124,  4.17793E-07,    0.0224214,   0.00131075,            0,            0,            0, -8.08019E-05,  4.38155E-07,            0,            0, 0, 0, 0, 0,  4.17793E-07,    0.0224214,   0.00131075,            0,            0,            0, -8.08019E-05,  4.38155E-07,            0,            0,  -0.229296,          0, -0.0252975,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.01411211,  1.57092E-06,    0.0527272,    0.0028761,  1.31075E-05, -0.000224214, -1.21807E-06, -3.34003E-05,  2.16831E-07, -8.08019E-07,  4.38155E-09, 0, 0, 0, 0,  1.57092E-06,    0.0527272,    0.0028761,  0.000751006, -0.000224214, -1.21807E-06, -3.34003E-05,  2.16831E-07, -4.62961E-05,  4.38155E-09, -0.275056,         0, 0.0145658,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.02411211,  1.01959E-06,    0.0912605,   0.00467721,  4.18686E-05, -0.000715046, -2.07959E-06,  0.000133988, -6.76186E-07, -1.14202E-06,  6.54986E-09, 0, 0, 0, 0,  1.01959E-06,    0.0912605,   0.00467721,   0.00239889, -0.000715046, -2.07959E-06,  0.000133988, -6.76186E-07,  -6.5433E-05,  6.54986E-09, -0.317769,         0, 0.0522922,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.0341121,  -4.1934E-06,      0.13822,   0.00668998,  8.86407E-05,  -0.00151126, -5.65102E-07,  0.000410689,   -2.236E-06,  1.97855E-07, -2.12007E-10, 0, 0, 0, 0,  -4.1934E-06,      0.13822,   0.00668998,   0.00507874,  -0.00151126, -5.65102E-07,  0.000410689,   -2.236E-06,  1.13363E-05, -2.12007E-10, -0.356499,         0, 0.0870851,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.04411209,   -1.751E-05,     0.193658,   0.00888574,  0.000155541,  -0.00264704,  5.71519E-06,  0.000783623, -4.43978E-06,  4.30475E-06,  -2.2572E-08, 0, 0, 0, 0,   -1.751E-05,     0.193658,   0.00888574,   0.00891182,  -0.00264704,  5.71519E-06,  0.000783623, -4.43978E-06,  0.000246644,  -2.2572E-08, -0.390426,         0,  0.118154,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.05411208, -4.28132E-05,      0.25748,     0.011232,  0.000244398,  -0.00415121,  1.94369E-05,   0.00123778, -7.24832E-06,   1.2141E-05, -6.69698E-08, 0, 0, 0, 0, -4.28132E-05,      0.25748,     0.011232,     0.014003,  -0.00415121,  1.94369E-05,   0.00123778, -7.24832E-06,  0.000695627, -6.69698E-08, -0.418859,         0,  0.144852,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.06411207, -8.43744E-05,     0.329454,    0.0136934,  0.000356718,  -0.00604658,  4.34736E-05,   0.00175663, -1.06073E-05,  2.45188E-05, -1.39453E-07, 0, 0, 0, 0, -8.43744E-05,     0.329454,    0.0136934,    0.0204384,  -0.00604658,  4.34736E-05,   0.00175663, -1.06073E-05,   0.00140482, -1.39453E-07, -0.441261,         0,  0.166649,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.07411206, -0.000146792,     0.409215,    0.0162326,  0.000493652,  -0.00834945,  8.08064E-05,   0.00232272, -1.44502E-05,  4.20851E-05, -2.45526E-07, 0, 0, 0, 0, -0.000146792,     0.409215,    0.0162326,    0.0282842,  -0.00834945,  8.08064E-05,   0.00232272, -1.44502E-05,    0.0024113, -2.45526E-07, -0.457255,         0,  0.183205,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.08411217, -0.000234923,     0.496281,    0.0188112,  0.000655978,   -0.0110692,  0.000134436,   0.00291804, -1.86993E-05,  6.53123E-05, -3.90028E-07, 0, 0, 0, 0, -0.000234923,     0.496281,    0.0188112,    0.0375848,   -0.0110692,  0.000134436,   0.00291804, -1.86993E-05,   0.00374212, -3.90028E-07, -0.466634,         0,  0.194279,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.09411216, -0.000353814,     0.590062,    0.0213909,   0.00084409,   -0.0142084,  0.000207297,   0.00352453, -2.32689E-05,  9.44927E-05, -5.77021E-07, 0, 0, 0, 0, -0.000353814,     0.590062,    0.0213909,    0.0483628,   -0.0142084,  0.000207297,   0.00352453, -2.32689E-05,   0.00541403, -5.77021E-07, -0.469363,         0,  0.199804,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1041121, -0.000508621,     0.689886,    0.0239343,     0.001058,   -0.0177625,  0.000302176,   0.00412466,  -2.8068E-05,  0.000129738, -8.09711E-07, 0, 0, 0, 0, -0.000508621,     0.689886,    0.0239343,    0.0606189,   -0.0177625,  0.000302176,   0.00412466,  -2.8068E-05,   0.00743344, -8.09711E-07, -0.46558,        0, 0.199878,        0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1141121,  -0.00070454,      0.79501,    0.0264061,   0.00129734,   -0.0217201,  0.000421641,   0.00470184, -3.30026E-05,  0.000170985, -1.09039E-06, 0, 0, 0, 0,  -0.00070454,      0.79501,    0.0264061,    0.0743323,   -0.0217201,  0.000421641,   0.00470184, -3.30026E-05,   0.00979669, -1.09039E-06, -0.455589,         0,  0.194733,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1241121, -0.000946728,     0.904647,    0.0287736,    0.0015614,   -0.0260636,  0.000567973,   0.00524085, -3.79794E-05,  0.000218003, -1.42042E-06, 0, 0, 0, 0, -0.000946728,     0.904647,    0.0287736,    0.0894619,   -0.0260636,  0.000567973,   0.00524085, -3.79794E-05,    0.0124906, -1.42042E-06, -0.439846,         0,   0.18475,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1341121,  -0.00124023,      1.01798,    0.0310077,   0.00184914,   -0.0307694,  0.000743121,   0.00572831, -4.29078E-05,  0.000270411, -1.80021E-06, 0, 0, 0, 0,  -0.00124023,      1.01798,    0.0310077,     0.105948,   -0.0307694,  0.000743121,   0.00572831, -4.29078E-05,    0.0154934, -1.80021E-06, -0.418947,         0,   0.17045,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1441121,  -0.00158993,       1.1342,    0.0330838,   0.00215922,   -0.0358086,  0.000948656,   0.00615291, -4.77027E-05,  0.000327695, -2.22929E-06, 0, 0, 0, 0,  -0.00158993,       1.1342,    0.0330838,     0.123714,   -0.0358086,  0.000948656,   0.00615291, -4.77027E-05,    0.0187755, -2.22929E-06, -0.393612,         0,  0.152429,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1541121,  -0.00200046,       1.2525,    0.0349818,   0.00249005,    -0.041148,   0.00118574,   0.00650574,  -5.2287E-05,  0.000389224, -2.70631E-06, 0, 0, 0, 0,  -0.00200046,       1.2525,    0.0349818,      0.14267,    -0.041148,   0.00118574,   0.00650574,  -5.2287E-05,    0.0223009, -2.70631E-06, -0.364656,         0,  0.131408,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1641121,  -0.00247617,      1.37213,    0.0366871,   0.00283987,   -0.0467506,   0.00145513,   0.00678054, -5.65943E-05,  0.000454281, -3.22918E-06, 0, 0, 0, 0,  -0.00247617,      1.37213,    0.0366871,     0.162713,   -0.0467506,   0.00145513,   0.00678054, -5.65943E-05,    0.0260284, -3.22918E-06, -0.332973,         0,  0.108184,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1741121,  -0.00302109,      1.49237,    0.0381903,   0.00320674,   -0.0525771,   0.00175715,   0.00697363, -6.05693E-05,  0.000522086, -3.79513E-06, 0, 0, 0, 0,  -0.00302109,      1.49237,    0.0381903,     0.183733,   -0.0525771,   0.00175715,   0.00697363, -6.05693E-05,    0.0299134, -3.79513E-06, -0.299504,         0, 0.0835466,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1841121,  -0.00363888,      1.61261,    0.0394878,   0.00358865,   -0.0585861,   0.00209174,   0.00708415, -6.41703E-05,  0.000591823, -4.40082E-06, 0, 0, 0, 0,  -0.00363888,      1.61261,    0.0394878,     0.205614,   -0.0585861,   0.00209174,   0.00708415, -6.41703E-05,    0.0339089, -4.40082E-06, -0.265214,         0, 0.0583572,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.1941121,  -0.00433282,      1.73229,    0.0405814,   0.00398352,   -0.0647357,   0.00245844,    0.0071139, -6.73702E-05,  0.000662664, -5.04252E-06, 0, 0, 0, 0,  -0.00433282,      1.73229,    0.0405814,     0.228239,   -0.0647357,   0.00245844,    0.0071139, -6.73702E-05,    0.0379679, -5.04252E-06, -0.231063,         0, 0.0334555,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2041121,  -0.00510578,      1.85097,    0.0414783,   0.00438934,   -0.0709844,   0.00285646,   0.00706732, -7.01567E-05,  0.000733803, -5.71623E-06, 0, 0, 0, 0,  -0.00510578,      1.85097,    0.0414783,     0.251491,   -0.0709844,   0.00285646,   0.00706732, -7.01567E-05,    0.0420438, -5.71623E-06,  -0.197978,          0, 0.00966848,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2141122,  -0.00596025,      1.96832,    0.0421904,   0.00480412,   -0.0772917,   0.00328471,    0.0069511, -7.25318E-05,  0.000804476, -6.41779E-06, 0, 0, 0, 0,  -0.00596025,      1.96832,    0.0421904,     0.275256,   -0.0772917,   0.00328471,    0.0069511, -7.25318E-05,    0.0460931, -6.41779E-06,  -0.166832,          0, -0.0122848,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2241122,  -0.00689833,      2.08411,    0.0427345,   0.00522603,   -0.0836194,   0.00374187,   0.00677407, -7.45123E-05,  0.000873987, -7.14311E-06, 0, 0, 0, 0,  -0.00689833,      2.08411,    0.0427345,     0.299429,   -0.0836194,   0.00374187,   0.00677407, -7.45123E-05,    0.0500758, -7.14311E-06,  -0.138416,          0, -0.0317055,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2341121,  -0.00792176,      2.19823,    0.0431309,   0.00565337,   -0.0899322,   0.00422645,   0.00654686, -7.61288E-05,  0.000941728, -7.88823E-06, 0, 0, 0, 0,  -0.00792176,      2.19823,    0.0431309,     0.323914,   -0.0899322,   0.00422645,   0.00654686, -7.61288E-05,     0.053957, -7.88823E-06,  -0.113422,          0, -0.0480082,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2441121,  -0.00903192,      2.31069,    0.0434032,   0.00608468,   -0.0961981,   0.00473682,    0.0062815, -7.74241E-05,    0.0010072, -8.64952E-06, 0, 0, 0, 0,  -0.00903192,      2.31069,    0.0434032,     0.348626,   -0.0961981,   0.00473682,    0.0062815, -7.74241E-05,    0.0577081, -8.64952E-06, -0.0924223,          0, -0.0607105,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2541121,   -0.0102299,      2.42159,    0.0435774,   0.00651871,     -0.10239,   0.00527136,   0.00599098, -7.84517E-05,   0.00107001, -9.42376E-06, 0, 0, 0, 0,   -0.0102299,      2.42159,    0.0435774,     0.373495,     -0.10239,   0.00527136,   0.00599098, -7.84517E-05,    0.0613072, -9.42376E-06, -0.0758574,          0, -0.0694817,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2641121,   -0.0115166,      2.53113,    0.0436811,   0.00695449,    -0.108483,   0.00582842,   0.00568884, -7.92739E-05,   0.00112992, -1.02083E-05, 0, 0, 0, 0,   -0.0115166,      2.53113,    0.0436811,     0.398463,    -0.108483,   0.00582842,   0.00568884, -7.92739E-05,    0.0647397, -1.02083E-05, -0.0640264,          0,  -0.074093,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2741121,   -0.0128926,      2.63962,    0.0437426,    0.0073913,    -0.114461,   0.00640649,   0.00538876, -7.99597E-05,   0.00118681,  -1.1001E-05, 0, 0, 0, 0,   -0.0128926,      2.63962,    0.0437426,      0.42349,    -0.114461,   0.00640649,   0.00538876, -7.99597E-05,    0.0679992,  -1.1001E-05, -0.0570808,          0, -0.0744656,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2841121,   -0.0143583,      2.74742,    0.0437901,   0.00782872,     -0.12031,   0.00700418,   0.00510405, -8.05823E-05,    0.0012407, -1.18006E-05, 0, 0, 0, 0,   -0.0143583,      2.74742,    0.0437901,     0.448553,     -0.12031,   0.00700418,   0.00510405, -8.05823E-05,    0.0710867, -1.18006E-05, -0.0550236,          0, -0.0706582,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.2941121,   -0.0159143,      2.85497,    0.0438508,   0.00826662,     -0.12602,   0.00762035,    0.0048473, -8.12168E-05,   0.00129174, -1.26064E-05, 0, 0, 0, 0,   -0.0159143,      2.85497,    0.0438508,     0.473643,     -0.12602,   0.00762035,    0.0048473, -8.12168E-05,    0.0740111, -1.26064E-05, -0.0577124,          0, -0.0628613,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3041121,   -0.0175608,      2.96274,    0.0439502,   0.00870513,    -0.131589,   0.00825409,   0.00462992, -8.19376E-05,   0.00134021, -1.34186E-05, 0, 0, 0, 0,   -0.0175608,      2.96274,    0.0439502,     0.498767,    -0.131589,   0.00825409,   0.00462992, -8.19376E-05,    0.0767884, -1.34186E-05,  -0.064867,          0, -0.0513946,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3141121,   -0.0192982,      3.07122,    0.0441113,   0.00914463,    -0.137016,   0.00890479,   0.00446177, -8.28155E-05,   0.00138651,  -1.4238E-05, 0, 0, 0, 0,   -0.0192982,      3.07122,    0.0441113,     0.523949,    -0.137016,   0.00890479,   0.00446177, -8.28155E-05,    0.0794412,  -1.4238E-05, -0.0760805,          0, -0.0367055,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3241121,   -0.0211269,      3.18094,    0.0443539,   0.00958575,    -0.142306,   0.00957218,   0.00435098, -8.39164E-05,   0.00143113, -1.50661E-05, 0, 0, 0, 0,   -0.0211269,      3.18094,    0.0443539,     0.549223,    -0.142306,   0.00957218,   0.00435098, -8.39164E-05,    0.0819976, -1.50661E-05, -0.0908341,          0,  -0.019307,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3341122,   -0.0230474,      3.29238,    0.0446944,    0.0100293,    -0.147467,    0.0102563,   0.00430357, -8.52984E-05,   0.00147464, -1.59053E-05, 0, 0, 0, 0,   -0.0230474,      3.29238,    0.0446944,     0.574636,    -0.147467,    0.0102563,   0.00430357, -8.52984E-05,    0.0844905, -1.59053E-05,  -0.108515,          0, 0.00017182,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3441122,   -0.0250604,      3.40602,    0.0451451,    0.0104762,    -0.152509,    0.0109576,   0.00432326, -8.70094E-05,   0.00151767, -1.67583E-05, 0, 0, 0, 0,   -0.0250604,      3.40602,    0.0451451,     0.600244,    -0.152509,    0.0109576,   0.00432326, -8.70094E-05,    0.0869563, -1.67583E-05, -0.128438,         0, 0.0210329,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3541121,   -0.0271669,       3.5223,     0.045714,    0.0109277,    -0.157445,    0.0116768,   0.00441154,  -8.9087E-05,   0.00156091, -1.76284E-05, 0, 0, 0, 0,   -0.0271669,       3.5223,     0.045714,      0.62611,    -0.157445,    0.0116768,   0.00441154,  -8.9087E-05,    0.0894333, -1.76284E-05, -0.149866,         0, 0.0425854,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3641121,   -0.0293678,      3.64159,    0.0464046,    0.0113848,     -0.16229,     0.012415,   0.00456743, -9.15562E-05,   0.00160502, -1.85192E-05, 0, 0, 0, 0,   -0.0293678,      3.64159,    0.0464046,     0.652302,     -0.16229,     0.012415,   0.00456743, -9.15562E-05,     0.091961, -1.85192E-05, -0.172032,         0, 0.0640725,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3741121,   -0.0316645,      3.76419,    0.0472162,    0.0118489,    -0.167056,    0.0131735,   0.00478766, -9.44286E-05,    0.0016507, -1.94348E-05, 0, 0, 0, 0,   -0.0316645,      3.76419,    0.0472162,      0.67889,    -0.167056,    0.0131735,   0.00478766, -9.44286E-05,    0.0945779, -1.94348E-05,  -0.19417,         0, 0.0847579,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3841121,   -0.0340585,      3.89034,    0.0481436,     0.012321,    -0.171758,    0.0139539,   0.00506666,  -9.7702E-05,   0.00169857, -2.03791E-05, 0, 0, 0, 0,   -0.0340585,      3.89034,    0.0481436,     0.705943,    -0.171758,    0.0139539,   0.00506666,  -9.7702E-05,     0.097321, -2.03791E-05, -0.215529,         0,  0.103919,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.3941121,   -0.0365517,      4.02019,    0.0491777,    0.0128025,    -0.176409,     0.014758,    0.0053969, -0.000101361,   0.00174924, -2.13561E-05, 0, 0, 0, 0,   -0.0365517,      4.02019,    0.0491777,     0.733527,    -0.176409,     0.014758,    0.0053969, -0.000101361,     0.100224, -2.13561E-05, -0.235402,         0,  0.120927,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4041121,    -0.039146,       4.1538,    0.0503057,    0.0132942,     -0.18102,    0.0155878,   0.00576902, -0.000105377,   0.00180321, -2.23697E-05, 0, 0, 0, 0,    -0.039146,       4.1538,    0.0503057,     0.761704,     -0.18102,    0.0155878,   0.00576902, -0.000105377,     0.103316, -2.23697E-05, -0.253146,         0,  0.135178,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4141121,   -0.0418438,      4.29113,    0.0515117,    0.0137973,      -0.1856,    0.0164453,   0.00617213, -0.000109709,    0.0018609, -2.34235E-05, 0, 0, 0, 0,   -0.0418438,      4.29113,    0.0515117,     0.790527,      -0.1856,    0.0164453,   0.00617213, -0.000109709,     0.106622, -2.34235E-05, -0.268198,         0,  0.146162,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4241121,   -0.0446475,      4.43206,    0.0527772,    0.0143124,    -0.190154,    0.0173325,   0.00659424, -0.000114305,   0.00192262, -2.45206E-05, 0, 0, 0, 0,   -0.0446475,      4.43206,    0.0527772,     0.820041,    -0.190154,    0.0173325,   0.00659424, -0.000114305,     0.110158, -2.45206E-05, -0.280094,         0,  0.153499,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4341121,   -0.0475597,      4.57638,    0.0540817,    0.0148402,    -0.194686,    0.0182515,   0.00702256, -0.000119102,   0.00198856, -2.56636E-05, 0, 0, 0, 0,   -0.0475597,      4.57638,    0.0540817,      0.85028,    -0.194686,    0.0182515,   0.00702256, -0.000119102,     0.113936, -2.56636E-05, -0.288479,         0,  0.156895,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4441121,   -0.0505832,      4.72383,    0.0554036,     0.015381,    -0.199195,    0.0192042,   0.00744392, -0.000124032,   0.00205879, -2.68547E-05, 0, 0, 0, 0,   -0.0505832,      4.72383,    0.0554036,     0.881267,    -0.199195,    0.0192042,   0.00744392, -0.000124032,      0.11796, -2.68547E-05, -0.293117,         0,  0.156189,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4541121,   -0.0537208,      4.87405,    0.0567207,     0.015935,    -0.203674,    0.0201921,   0.00784518, -0.000129019,   0.00213323,  -2.8095E-05, 0, 0, 0, 0,   -0.0537208,      4.87405,    0.0567207,     0.913011,    -0.203674,    0.0201921,   0.00784518, -0.000129019,     0.122225,  -2.8095E-05, -0.293898,         0,   0.15135,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4641122,   -0.0569754,      5.02663,    0.0580109,    0.0165022,    -0.208115,    0.0212169,   0.00821364, -0.000133984,   0.00221168, -2.93852E-05, 0, 0, 0, 0,   -0.0569754,      5.02663,    0.0580109,     0.945509,    -0.208115,    0.0212169,   0.00821364, -0.000133984,      0.12672, -2.93852E-05, -0.290834,         0,  0.142466,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4741122,   -0.0603499,      5.18112,    0.0592532,    0.0170824,    -0.212505,    0.0222798,   0.00853743, -0.000138848,   0.00229381,  -3.0725E-05, 0, 0, 0, 0,   -0.0603499,      5.18112,    0.0592532,     0.978747,    -0.212505,    0.0222798,   0.00853743, -0.000138848,     0.131426,  -3.0725E-05, -0.284062,         0,  0.129753,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4841121,   -0.0638472,      5.33705,    0.0604281,    0.0176749,    -0.216827,    0.0233815,   0.00880587, -0.000143533,   0.00237919, -3.21135E-05, 0, 0, 0, 0,   -0.0638472,      5.33705,    0.0604281,       1.0127,    -0.216827,    0.0233815,   0.00880587, -0.000143533,     0.136317, -3.21135E-05, -0.273835,         0,  0.113546,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.4941121,     -0.06747,      5.49392,     0.061518,    0.0182792,    -0.221061,    0.0245226,   0.00900984, -0.000147962,   0.00246725, -3.35488E-05, 0, 0, 0, 0,     -0.06747,      5.49392,     0.061518,      1.04732,    -0.221061,    0.0245226,   0.00900984, -0.000147962,     0.141363, -3.35488E-05,  -0.26051,         0, 0.0942987,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5041121,   -0.0712212,      5.65124,    0.0625084,    0.0188943,    -0.225185,    0.0257032,   0.00914194, -0.000152068,   0.00255735, -3.50284E-05, 0, 0, 0, 0,   -0.0712212,      5.65124,    0.0625084,      1.08257,    -0.225185,    0.0257032,   0.00914194, -0.000152068,     0.146525, -3.50284E-05, -0.244536,         0, 0.0725114,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5141121,   -0.0751031,      5.80853,    0.0633875,    0.0195194,    -0.229171,     0.026923,   0.00919679, -0.000155788,   0.00264877, -3.65491E-05, 0, 0, 0, 0,   -0.0751031,      5.80853,    0.0633875,      1.11838,    -0.229171,     0.026923,   0.00919679, -0.000155788,     0.151763, -3.65491E-05,  -0.22644,         0, 0.0488028,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5241121,  -0.0791182,     5.96534,   0.0641472,   0.0201533,   -0.232992,   0.0281813,  0.00917128, -0.00015907,  0.00274073, -3.8107E-05, 0, 0, 0, 0,  -0.0791182,     5.96534,   0.0641472,      1.1547,   -0.232992,   0.0281813,  0.00917128, -0.00015907,    0.157032, -3.8107E-05, -0.206806,         0, 0.0238527,         0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5341121,   -0.0832685,      6.12126,    0.0647827,    0.0207948,    -0.236619,    0.0294771,   0.00906441, -0.000161874,   0.00283245, -3.96977E-05, 0, 0, 0, 0,   -0.0832685,      6.12126,    0.0647827,      1.19145,    -0.236619,    0.0294771,   0.00906441, -0.000161874,     0.162287, -3.96977E-05,   -0.186255,           0, -0.00168154,           0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5441121,    -0.087556,      6.27592,    0.0652932,    0.0214426,    -0.240022,     0.030809,   0.00887751,  -0.00016417,   0.00292309, -4.13164E-05, 0, 0, 0, 0,    -0.087556,      6.27592,    0.0652932,      1.22857,    -0.240022,     0.030809,   0.00887751,  -0.00016417,     0.167481, -4.13164E-05,  -0.165426,          0, -0.0270719,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5541121,   -0.0919823,      6.42904,    0.0656813,    0.0220955,    -0.243171,     0.032175,   0.00861415, -0.000165941,   0.00301187, -4.29581E-05, 0, 0, 0, 0,   -0.0919823,      6.42904,    0.0656813,      1.26598,    -0.243171,     0.032175,   0.00861415, -0.000165941,     0.172567, -4.29581E-05,   -0.14495,          0, -0.0516172,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5641121,   -0.0965488,      6.58039,    0.0659532,    0.0227524,    -0.246036,    0.0335731,   0.00828007, -0.000167185,   0.00309801, -4.46175E-05, 0, 0, 0, 0,   -0.0965488,      6.58039,    0.0659532,      1.30361,    -0.246036,    0.0335731,   0.00828007, -0.000167185,     0.177503, -4.46175E-05,  -0.125437,          0, -0.0746289,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5741121,    -0.101257,      6.72982,    0.0661182,    0.0234119,    -0.248588,    0.0350011,    0.0078828, -0.000167911,   0.00318081, -4.62894E-05, 0, 0, 0, 0,    -0.101257,      6.72982,    0.0661182,       1.3414,    -0.248588,    0.0350011,    0.0078828, -0.000167911,     0.182247, -4.62894E-05,  -0.107449,          0, -0.0955209,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.584112,    -0.106107,      6.87723,    0.0661884,    0.0240731,    -0.250801,    0.0364562,   0.00743161, -0.000168142,   0.00325964, -4.79685E-05, 0, 0, 0, 0,    -0.106107,      6.87723,    0.0661884,      1.37929,    -0.250801,    0.0364562,   0.00743161, -0.000168142,     0.186763, -4.79685E-05, -0.0914851,          0,  -0.113722,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.5941122,      -0.1111,      7.02264,    0.0661782,     0.024735,    -0.252651,     0.037936,   0.00693722, -0.000167912,   0.00333395, -4.96499E-05, 0, 0, 0, 0,      -0.1111,      7.02264,    0.0661782,      1.41721,    -0.252651,     0.037936,   0.00693722, -0.000167912,     0.191021, -4.96499E-05, -0.0779633,          0,  -0.128753,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
0.6041121,    -0.116237,       7.1661,    0.0661041,    0.0253967,    -0.254114,    0.0394375,   0.00641132, -0.000167265,   0.00340332,  -5.1329E-05, 0, 0, 0, 0,    -0.116237,       7.1661,    0.0661041,      1.45513,    -0.254114,    0.0394375,   0.00641132, -0.000167265,     0.194996,  -5.1329E-05, -0.0672102,          0,  -0.140269,          0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,-1,False,False
