0,0
0.01,0.000368809443625522
0.02,0.00157303506312624
0.03,0.00375191084731726
0.04,0.00703211824018957
0.05,0.0115250082261748
0.06,0.0173242472902606
0.07,0.0245039441696217
0.08,0.0331173008964402
0.09,0.0431958170801514
0.1,0.054749061107375
0.11,0.0677650063845869
0.12,0.082210915354208
0.13,0.0980347392151971
0.14,0.115166987491624
0.15,0.133523009203437
0.16,0.153005616747136
0.17,0.173507974982836
0.18,0.194916671680639
0.19,0.217114881568795
0.2,0.239985534843241
0.21,0.263414402162997
0.22,0.287293011815064
0.23,0.311521320759998
0.24,0.336010069471142
0.25,0.360682760600417
0.26,0.3854772126333
0.27,0.410346651170373
0.28,0.435260314827226
0.29,0.460203568402571
0.3,0.485177530275029
0.31,0.510198235181445
0.32,0.535295366785749
0.33,0.560510606520415
0.34,0.585895655727531
0.35,0.611509996846214
0.36,0.637418466046879
0.37,0.663688714123314
0.38,0.69038863451138
0.39,0.717583836970382
0.4,0.745335242773386
0.41,0.773696872310127
0.42,0.80271388898166
0.43,0.832420954391922
0.44,0.862840939404308
0.45,0.893984023962823
0.46,0.925847206043773
0.47,0.958414227095441
0.48,0.991655908241539
0.49,1.02553087877085
0.5,1.05998666639899
0.51,1.09496110783293
0.52,1.13038402862383
0.53,1.1661791334427
0.54,1.20226604198628
0.55,1.23856240188773
0.56,1.27498600837202
0.57,1.31145686099588
0.58,1.34789909061424
0.59,1.38424269461762
0.6,1.42042502532384
0.61,1.45639198495742
0.62,1.49209889063525
0.63,1.52751098387651
0.64,1.56260357101634
0.65,1.59736179314841
0.66,1.63178003646588
0.67,1.66586100572599
0.68,1.69961449465839
0.69,1.73305589712154
0.7,1.76620451137253
0.71,1.79908169668357
0.72,1.83170894649778
0.73,1.86410594521134
0.74,1.89628867640651
0.75,1.92826764891631
0.76,1.96004630351932
0.77,1.99161965745301
0.78,2.02297323646928
0.79,2.05408233506704
0.8,2.08491163510755
0.81,2.1154152015714
0.82,2.14553686210983
0.83,2.17521096465418
0.84,2.20436349506494
0.85,2.23291352500975
0.86,2.26077494933141
0.87,2.28785846244603
0.88,2.31407371510978
0.89,2.33933158647196
0.9,2.3635465019033
0.91,2.38663872479995
0.92,2.4085365504988
0.93,2.42917833261435
0.94,2.44851427646721
0.95,2.46650794069879
0.96,2.48313739647068
0.97,2.49839600358626
0.98,2.51229277415279
0.99,2.52485230668488
1,2.53611428646717
1.01,2.54613256115189
1.02,2.55497381356686
1.03,2.56271586615214
1.04,2.56944566294669
1.05,2.57525698525254
1.06,2.58024796569498
1.07,2.58451847210004
1.08,2.58816743720958
1.09,2.59129021259546
